United States2;321Ê994Ê428;+/- 33Ê543;275Ê921Ê008;+/- 183Ê767;36Ê468Ê599;+/- 171Ê943;7Ê471Ê493;+/- 70Ê316;101Ê466;+/- 8Ê690;United States2;42Ê972;+/- 5Ê364;163Ê214;+/- 11Ê408;69Ê850;+/- 6Ê892;661Ê026;+/- 18Ê084;194Ê296;+/- 13Ê350;United States2;98Ê971;+/- 7Ê408;35Ê653;+/- 4Ê776;65Ê018;+/- 5Ê748;447Ê586;+/- 18Ê829;254Ê956;+/- 13Ê533;United States2;66Ê597;+/- 6Ê850;56Ê954;+/- 5Ê555;339Ê435;+/- 14Ê683;132Ê094;+/- 8Ê302;79Ê358;+/- 7Ê701;United States2;99Ê660;+/- 7Ê863;99Ê490;+/- 8Ê060;102Ê212;+/- 8Ê836;27Ê425;+/- 3Ê471;183Ê900;+/- 9Ê130;United States2;173Ê033;+/- 9Ê705;148Ê059;+/- 9Ê066;125Ê130;+/- 8Ê352;78Ê043;+/- 8Ê539;153Ê284;+/- 10Ê922;United States2;28Ê012;+/- 3Ê980;47Ê760;+/- 4Ê274;98Ê226;+/- 7Ê925;41Ê740;+/- 4Ê716;224Ê961;+/- 10Ê257;United States2;67Ê296;+/- 6Ê670;452Ê580;+/- 15Ê392;243Ê206;+/- 15Ê186;37Ê344;+/- 4Ê404;206Ê479;+/- 11Ê387;United States2;96Ê005;+/- 8Ê055;109Ê454;+/- 8Ê586;254Ê634;+/- 13Ê485;30Ê166;+/- 4Ê054;128Ê797;+/- 8Ê860;United States2;27Ê412;+/- 3Ê610;155Ê665;+/- 9Ê359;467Ê338;+/- 17Ê666;89Ê721;+/- 7Ê588;20Ê872;+/- 2Ê550;United States2;262Ê563;+/- 13Ê210;198Ê813;+/- 12Ê100;43Ê321;+/- 5Ê304;113Ê492;+/- 10Ê148;25Ê954;+/- 4Ê190;United States2;2Ê133Ê328;+/- 38Ê070;97Ê488;+/- 9Ê821;18Ê321;+/- 3Ê416;2Ê017Ê519;+/- 36Ê251
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Colorado;5Ê542Ê282;+/- 3Ê414;4Ê546Ê729;+/- 22Ê932;734Ê182;+/- 22Ê118;226Ê933;+/- 11Ê475;3Ê120;+/- 1Ê592;Colorado;2Ê030;+/- 1Ê552;6Ê765;+/- 1Ê768;1Ê356;+/- 756;27Ê014;+/- 4Ê200;N/A;N/A;Colorado;1Ê800;+/- 881;764;+/- 598;863;+/- 543;12Ê385;+/- 3Ê620;4Ê712;+/- 1Ê698;Colorado;3Ê512;+/- 1Ê848;2Ê984;+/- 1Ê724;10Ê652;+/- 3Ê489;2Ê754;+/- 1Ê255;3Ê035;+/- 1Ê256;Colorado;6Ê653;+/- 3Ê069;2Ê195;+/- 1Ê269;2Ê195;+/- 741;448;+/- 378;3Ê420;+/- 1Ê502;Colorado;2Ê785;+/- 988;2Ê661;+/- 931;4Ê369;+/- 2Ê199;1Ê085;+/- 609;3Ê774;+/- 1Ê098;Colorado;675;+/- 366;4Ê541;+/- 1Ê410;3Ê800;+/- 1Ê211;1Ê416;+/- 959;5Ê166;+/- 1Ê902;Colorado;4Ê715;+/- 1Ê379;8Ê560;+/- 3Ê346;6Ê273;+/- 2Ê170;1Ê286;+/- 818;5Ê144;+/- 1Ê295;Colorado;5Ê180;+/- 1Ê829;4Ê359;+/- 1Ê553;4Ê840;+/- 1Ê799;963;+/- 1Ê007;2Ê221;+/- 1Ê415;Colorado;1Ê453;+/- 730;2Ê453;+/- 1Ê010;25Ê212;+/- 3Ê796;3Ê417;+/- 1Ê351;471;+/- 432;Colorado;6Ê099;+/- 2Ê231;6Ê675;+/- 2Ê062;42;+/- 55;3Ê506;+/- 1Ê224;5Ê135;+/- 1Ê877;Colorado;34Ê438;+/- 5Ê150;828;+/- 652;568;+/- 382;33Ê042;+/- 4Ê876
Connecticut;3Ê556Ê297;+/- 2Ê701;3Ê136Ê666;+/- 16Ê246;311Ê726;+/- 14Ê866;83Ê325;+/- 6Ê561;206;+/- 226;Connecticut;540;+/- 753;644;+/- 625;160;+/- 185;2Ê807;+/- 1Ê064;370;+/- 327;Connecticut;N/A;N/A;463;+/- 345;414;+/- 312;6Ê589;+/- 1Ê608;1Ê531;+/- 920;Connecticut;473;+/- 430;0;+/- 207;697;+/- 530;534;+/- 418;0;+/- 207;Connecticut;0;+/- 207;227;+/- 301;716;+/- 619;627;+/- 526;992;+/- 604;Connecticut;12Ê004;+/- 2Ê598;376;+/- 322;160;+/- 202;0;+/- 207;1Ê601;+/- 918;Connecticut;0;+/- 207;154;+/- 262;142;+/- 239;472;+/- 351;3Ê930;+/- 1Ê991;Connecticut;825;+/- 425;28Ê542;+/- 4Ê348;1Ê910;+/- 885;187;+/- 224;1Ê171;+/- 911;Connecticut;400;+/- 457;579;+/- 467;3Ê263;+/- 1Ê389;2Ê061;+/- 828;1Ê019;+/- 810;Connecticut;0;+/- 207;166;+/- 194;3Ê698;+/- 1Ê364;149;+/- 168;393;+/- 332;Connecticut;1Ê314;+/- 654;374;+/- 287;0;+/- 207;188;+/- 217;257;+/- 265;Connecticut;24Ê580;+/- 4Ê479;3Ê780;+/- 2Ê431;0;+/- 207;20Ê800;+/- 3Ê534
Delaware;952Ê449;+/- 1Ê698;830Ê905;+/- 8Ê792;78Ê998;+/- 7Ê077;38Ê532;+/- 4Ê552;506;+/- 507;Delaware;0;+/- 198;76;+/- 121;0;+/- 198;580;+/- 512;144;+/- 152;Delaware;174;+/- 190;N/A;N/A;316;+/- 269;1Ê335;+/- 906;179;+/- 258;Delaware;110;+/- 192;0;+/- 198;857;+/- 1Ê017;41;+/- 76;0;+/- 198;Delaware;0;+/- 198;21;+/- 37;73;+/- 103;0;+/- 198;9Ê748;+/- 2Ê316;Delaware;396;+/- 296;441;+/- 683;45;+/- 79;0;+/- 198;153;+/- 252;Delaware;0;+/- 198;0;+/- 198;0;+/- 198;0;+/- 198;4Ê006;+/- 1Ê321;Delaware;44;+/- 71;3Ê564;+/- 1Ê346;327;+/- 375;0;+/- 198;80;+/- 102;Delaware;295;+/- 362;104;+/- 172;11Ê035;+/- 2Ê639;0;+/- 198;144;+/- 199;Delaware;0;+/- 198;318;+/- 443;1Ê152;+/- 953;32;+/- 55;59;+/- 94;Delaware;1Ê510;+/- 685;0;+/- 198;371;+/- 591;296;+/- 353;0;+/- 198;Delaware;4Ê014;+/- 1Ê272;260;+/- 241;66;+/- 110;3Ê688;+/- 1Ê174
District of Columbia ;684Ê810;+/- 1Ê664;554Ê225;+/- 7Ê670;64Ê013;+/- 6Ê510;56Ê231;+/- 4Ê393;494;+/- 417;District of Columbia ;0;+/- 208;549;+/- 667;105;+/- 146;3Ê763;+/- 1Ê034;1Ê109;+/- 667;District of Columbia ;1Ê149;+/- 624;375;+/- 336;N/A;N/A;1Ê182;+/- 530;1Ê507;+/- 643;District of Columbia ;29;+/- 47;161;+/- 184;2Ê726;+/- 945;710;+/- 574;17;+/- 29;District of Columbia ;0;+/- 208;285;+/- 452;461;+/- 452;122;+/- 126;10Ê835;+/- 1Ê863;District of Columbia ;2Ê669;+/- 723;808;+/- 396;436;+/- 391;157;+/- 182;466;+/- 319;District of Columbia ;0;+/- 208;0;+/- 208;128;+/- 141;88;+/- 141;2Ê590;+/- 1Ê443;District of Columbia ;206;+/- 353;5Ê238;+/- 1Ê495;1Ê867;+/- 893;5;+/- 13;1Ê026;+/- 500;District of Columbia ;0;+/- 208;37;+/- 62;1Ê824;+/- 640;296;+/- 336;235;+/- 214;District of Columbia ;0;+/- 208;1Ê057;+/- 609;2Ê858;+/- 1Ê430;384;+/- 360;447;+/- 456;District of Columbia ;7Ê509;+/- 1Ê565;206;+/- 231;0;+/- 208;115;+/- 145;0;+/- 208;District of Columbia ;10Ê341;+/- 2Ê210;356;+/- 325;78;+/- 130;9Ê907;+/- 2Ê249
Florida;20Ê772Ê371;+/- 8Ê045;17Ê554Ê348;+/- 46Ê036;2Ê402Ê381;+/- 46Ê730;566Ê476;+/- 18Ê973;9Ê389;+/- 1Ê941;Florida;1Ê400;+/- 672;5Ê577;+/- 1Ê546;3Ê028;+/- 1Ê505;30Ê919;+/- 4Ê258;12Ê061;+/- 2Ê617;Florida;11Ê249;+/- 2Ê621;3Ê831;+/- 2Ê512;605;+/- 427;N/A;N/A;38Ê800;+/- 5Ê474;Florida;2Ê092;+/- 1Ê473;1Ê359;+/- 910;28Ê631;+/- 4Ê292;11Ê833;+/- 2Ê316;3Ê466;+/- 1Ê261;Florida;3Ê376;+/- 1Ê217;9Ê762;+/- 2Ê653;6Ê403;+/- 1Ê829;2Ê960;+/- 1Ê441;18Ê907;+/- 3Ê777;Florida;18Ê212;+/- 3Ê608;19Ê169;+/- 3Ê337;7Ê614;+/- 2Ê804;4Ê236;+/- 1Ê876;8Ê820;+/- 2Ê404;Florida;755;+/- 485;987;+/- 711;4Ê681;+/- 1Ê991;5Ê887;+/- 1Ê995;27Ê892;+/- 5Ê178;Florida;2Ê811;+/- 1Ê422;63Ê722;+/- 7Ê787;23Ê270;+/- 5Ê111;702;+/- 624;22Ê946;+/- 3Ê358;Florida;6Ê123;+/- 2Ê813;3Ê231;+/- 1Ê606;28Ê507;+/- 4Ê070;3Ê259;+/- 1Ê793;10Ê521;+/- 2Ê657;Florida;763;+/- 491;12Ê023;+/- 2Ê611;31Ê625;+/- 4Ê594;6Ê063;+/- 2Ê906;2Ê816;+/- 1Ê217;Florida;28Ê232;+/- 4Ê616;6Ê176;+/- 1Ê803;2Ê187;+/- 834;7Ê202;+/- 2Ê082;396;+/- 384;Florida;249Ê166;+/- 15Ê822;28Ê538;+/- 6Ê571;2Ê847;+/- 2Ê026;217Ê781;+/- 13Ê578
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Georgia;10Ê299Ê497;+/- 6Ê400;8Ê760Ê762;+/- 36Ê118;1Ê202Ê587;+/- 29Ê374;278Ê889;+/- 16Ê483;15Ê270;+/- 2Ê815;Georgia;986;+/- 941;6Ê218;+/- 2Ê226;2Ê055;+/- 1Ê012;12Ê052;+/- 2Ê299;4Ê981;+/- 1Ê863;Georgia;2Ê216;+/- 1Ê294;997;+/- 1Ê169;1Ê077;+/- 625;47Ê035;+/- 7Ê044;N/A;N/A;Georgia;1Ê482;+/- 945;1Ê825;+/- 841;12Ê025;+/- 2Ê997;3Ê319;+/- 1Ê223;1Ê079;+/- 808;Georgia;5Ê213;+/- 3Ê888;2Ê226;+/- 861;6Ê379;+/- 2Ê281;132;+/- 269;4Ê027;+/- 1Ê419;Georgia;2Ê834;+/- 1Ê845;5Ê249;+/- 1Ê752;2Ê591;+/- 1Ê698;4Ê597;+/- 1Ê719;4Ê008;+/- 2Ê255;Georgia;61;+/- 106;650;+/- 448;349;+/- 304;975;+/- 985;7Ê389;+/- 2Ê159;Georgia;1Ê801;+/- 1Ê174;15Ê395;+/- 4Ê226;12Ê684;+/- 3Ê170;32;+/- 63;9Ê472;+/- 3Ê393;Georgia;2Ê285;+/- 1Ê042;718;+/- 437;5Ê967;+/- 2Ê072;644;+/- 504;15Ê269;+/- 3Ê659;Georgia;132;+/- 218;15Ê224;+/- 3Ê312;19Ê969;+/- 5Ê092;1Ê503;+/- 870;38;+/- 49;Georgia;11Ê256;+/- 3Ê502;2Ê649;+/- 989;420;+/- 447;3Ê504;+/- 1Ê495;630;+/- 652;Georgia;57Ê259;+/- 6Ê329;3Ê345;+/- 1Ê584;306;+/- 294;53Ê608;+/- 6Ê052
Hawaii;1Ê410Ê750;+/- 1Ê722;1Ê231Ê340;+/- 10Ê978;115Ê683;+/- 10Ê053;46Ê457;+/- 5Ê358;844;+/- 536;Hawaii;424;+/- 465;1Ê666;+/- 815;48;+/- 78;8Ê843;+/- 1Ê935;1Ê584;+/- 913;Hawaii;238;+/- 338;14;+/- 25;232;+/- 251;2Ê460;+/- 1Ê133;2Ê915;+/- 2Ê146;Hawaii;N/A;N/A;466;+/- 486;1Ê062;+/- 744;327;+/- 286;779;+/- 511;Hawaii;637;+/- 445;0;+/- 187;248;+/- 317;0;+/- 187;629;+/- 407;Hawaii;862;+/- 820;353;+/- 256;97;+/- 158;171;+/- 214;700;+/- 564;Hawaii;0;+/- 187;136;+/- 124;1Ê525;+/- 819;0;+/- 187;125;+/- 154;Hawaii;784;+/- 664;804;+/- 555;1Ê399;+/- 950;62;+/- 102;1Ê053;+/- 557;Hawaii;0;+/- 187;1Ê103;+/- 615;1Ê218;+/- 781;5;+/- 12;1Ê262;+/- 755;Hawaii;45;+/- 75;495;+/- 437;4Ê078;+/- 1Ê641;962;+/- 1Ê192;0;+/- 187;Hawaii;2Ê656;+/- 1Ê731;2Ê837;+/- 1Ê168;0;+/- 187;213;+/- 240;96;+/- 165;Hawaii;17Ê270;+/- 3Ê559;11;+/- 18;1Ê572;+/- 1Ê101;15Ê687;+/- 3Ê219
Idaho;1Ê694Ê182;+/- 2Ê325;1Ê405Ê344;+/- 15Ê502;210Ê310;+/- 14Ê673;71Ê899;+/- 7Ê189;58;+/- 94;Idaho;796;+/- 567;1Ê523;+/- 696;265;+/- 312;21Ê372;+/- 5Ê397;3Ê823;+/- 1Ê840;Idaho;0;+/- 201;126;+/- 198;0;+/- 201;1Ê833;+/- 2Ê178;444;+/- 432;Idaho;765;+/- 826;N/A;N/A;357;+/- 432;169;+/- 262;0;+/- 201;Idaho;0;+/- 201;269;+/- 281;281;+/- 290;270;+/- 446;305;+/- 342;Idaho;0;+/- 201;630;+/- 704;348;+/- 342;261;+/- 428;1Ê216;+/- 1Ê037;Idaho;938;+/- 465;514;+/- 558;2Ê195;+/- 1Ê080;0;+/- 201;70;+/- 109;Idaho;570;+/- 376;598;+/- 342;1Ê294;+/- 975;1Ê900;+/- 1Ê289;407;+/- 280;Idaho;227;+/- 287;3Ê866;+/- 1Ê327;582;+/- 483;0;+/- 201;145;+/- 232;Idaho;140;+/- 236;749;+/- 351;3Ê685;+/- 1Ê923;7Ê226;+/- 2Ê218;0;+/- 201;Idaho;612;+/- 898;8Ê881;+/- 2Ê253;0;+/- 201;442;+/- 461;1Ê747;+/- 1Ê076;Idaho;6Ê629;+/- 2Ê456;67;+/- 117;0;+/- 201;6Ê562;+/- 2Ê447
Illinois;12Ê659Ê328;+/- 5Ê300;11Ê026Ê895;+/- 37Ê393;1Ê365Ê922;+/- 33Ê966;195Ê092;+/- 11Ê000;1Ê682;+/- 1Ê024;Illinois;270;+/- 216;4Ê159;+/- 1Ê411;2Ê591;+/- 967;16Ê046;+/- 2Ê525;5Ê172;+/- 2Ê315;Illinois;1Ê860;+/- 925;120;+/- 133;995;+/- 558;10Ê513;+/- 2Ê520;4Ê420;+/- 1Ê886;Illinois;460;+/- 397;670;+/- 523;N/A;N/A;16Ê998;+/- 2Ê496;8Ê837;+/- 2Ê057;Illinois;1Ê212;+/- 517;2Ê985;+/- 1Ê100;1Ê053;+/- 563;173;+/- 202;2Ê681;+/- 994;Illinois;2Ê998;+/- 974;10Ê793;+/- 2Ê179;5Ê286;+/- 2Ê208;2Ê409;+/- 1Ê502;16Ê147;+/- 3Ê106;Illinois;187;+/- 185;2Ê290;+/- 1Ê185;2Ê565;+/- 1Ê264;310;+/- 291;3Ê698;+/- 1Ê248;Illinois;632;+/- 731;6Ê377;+/- 1Ê610;3Ê923;+/- 1Ê781;576;+/- 455;6Ê736;+/- 1Ê484;Illinois;686;+/- 372;962;+/- 581;3Ê090;+/- 1Ê035;266;+/- 280;1Ê848;+/- 937;Illinois;686;+/- 689;5Ê086;+/- 1Ê931;11Ê642;+/- 2Ê759;1Ê160;+/- 770;51;+/- 86;Illinois;4Ê127;+/- 1Ê645;4Ê846;+/- 1Ê503;130;+/- 201;12Ê274;+/- 2Ê433;414;+/- 569;Illinois;71Ê419;+/- 5Ê809;1Ê829;+/- 1Ê082;0;+/- 190;69Ê590;+/- 5Ê780
Indiana;6Ê591Ê598;+/- 4Ê170;5Ê633Ê171;+/- 21Ê965;792Ê487;+/- 21Ê997;142Ê290;+/- 8Ê504;1Ê216;+/- 801;Indiana;131;+/- 144;948;+/- 543;852;+/- 536;10Ê096;+/- 2Ê379;1Ê692;+/- 837;Indiana;413;+/- 423;0;+/- 197;250;+/- 222;9Ê027;+/- 1Ê941;4Ê224;+/- 1Ê748;Indiana;424;+/- 404;39;+/- 71;29Ê526;+/- 4Ê988;N/A;N/A;1Ê825;+/- 1Ê106;Indiana;1Ê590;+/- 975;11Ê298;+/- 2Ê481;1Ê223;+/- 939;0;+/- 197;1Ê093;+/- 569;Indiana;957;+/- 585;8Ê377;+/- 2Ê013;1Ê400;+/- 530;641;+/- 609;1Ê288;+/- 742;Indiana;192;+/- 253;518;+/- 441;919;+/- 620;69;+/- 137;2Ê836;+/- 1Ê299;Indiana;1Ê459;+/- 1Ê277;1Ê551;+/- 597;3Ê293;+/- 1Ê673;78;+/- 162;10Ê940;+/- 2Ê118;Indiana;1Ê695;+/- 1Ê178;668;+/- 359;1Ê341;+/- 462;0;+/- 197;962;+/- 609;Indiana;372;+/- 277;5Ê122;+/- 1Ê454;10Ê543;+/- 2Ê818;1Ê240;+/- 751;512;+/- 469;Indiana;1Ê867;+/- 734;2Ê782;+/- 1Ê218;1Ê044;+/- 1Ê408;3Ê757;+/- 1Ê451;0;+/- 197;Indiana;23Ê650;+/- 3Ê542;144;+/- 155;93;+/- 126;23Ê413;+/- 3Ê546
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Iowa;3Ê106Ê880;+/- 2Ê770;2Ê654Ê666;+/- 12Ê669;362Ê905;+/- 12Ê692;77Ê072;+/- 4Ê978;817;+/- 577;Iowa;629;+/- 344;2Ê346;+/- 1Ê155;693;+/- 493;2Ê625;+/- 848;2Ê257;+/- 796;Iowa;150;+/- 179;95;+/- 164;0;+/- 163;3Ê945;+/- 1Ê540;2Ê475;+/- 1Ê190;Iowa;266;+/- 247;1Ê005;+/- 618;12Ê997;+/- 1Ê987;1Ê390;+/- 1Ê042;N/A;N/A;Iowa;2Ê895;+/- 1Ê321;467;+/- 444;327;+/- 414;54;+/- 71;579;+/- 503;Iowa;288;+/- 495;629;+/- 321;6Ê834;+/- 1Ê709;164;+/- 199;4Ê510;+/- 1Ê460;Iowa;443;+/- 438;6Ê639;+/- 1Ê783;874;+/- 856;46;+/- 80;205;+/- 210;Iowa;138;+/- 141;306;+/- 213;1Ê827;+/- 1Ê107;332;+/- 222;991;+/- 753;Iowa;478;+/- 348;707;+/- 490;1Ê418;+/- 710;158;+/- 213;411;+/- 266;Iowa;2Ê685;+/- 1Ê092;1Ê152;+/- 787;3Ê315;+/- 1Ê172;489;+/- 513;227;+/- 175;Iowa;774;+/- 648;1Ê405;+/- 1Ê177;550;+/- 554;3Ê011;+/- 1Ê313;54;+/- 65;Iowa;12Ê237;+/- 2Ê764;67;+/- 115;0;+/- 163;12Ê170;+/- 2Ê750
Kansas;2Ê876Ê925;+/- 2Ê252;2Ê413Ê141;+/- 16Ê713;366Ê147;+/- 14Ê775;86Ê154;+/- 6Ê863;276;+/- 266;Kansas;515;+/- 402;1Ê404;+/- 687;1Ê225;+/- 610;6Ê511;+/- 2Ê781;5Ê871;+/- 2Ê455;Kansas;412;+/- 389;0;+/- 177;5;+/- 10;2Ê661;+/- 856;2Ê490;+/- 983;Kansas;419;+/- 348;54;+/- 65;2Ê840;+/- 1Ê017;1Ê433;+/- 924;2Ê119;+/- 1Ê034;Kansas;N/A;N/A;168;+/- 174;580;+/- 423;24;+/- 31;623;+/- 611;Kansas;417;+/- 557;378;+/- 254;679;+/- 401;552;+/- 754;21Ê605;+/- 3Ê511;Kansas;338;+/- 249;2Ê939;+/- 976;785;+/- 643;338;+/- 537;408;+/- 327;Kansas;493;+/- 490;2Ê196;+/- 1Ê175;1Ê165;+/- 635;90;+/- 96;2Ê044;+/- 1Ê329;Kansas;6Ê508;+/- 1Ê813;333;+/- 285;674;+/- 434;0;+/- 177;0;+/- 177;Kansas;729;+/- 662;788;+/- 440;9Ê814;+/- 2Ê807;981;+/- 702;0;+/- 177;Kansas;1Ê029;+/- 650;801;+/- 579;0;+/- 177;317;+/- 193;123;+/- 214;Kansas;11Ê483;+/- 2Ê776;347;+/- 480;0;+/- 177;11Ê136;+/- 2Ê612
Kentucky;4Ê404Ê279;+/- 3Ê412;3Ê721Ê100;+/- 18Ê613;563Ê721;+/- 16Ê774;103Ê985;+/- 7Ê510;2Ê851;+/- 1Ê437;Kentucky;506;+/- 623;333;+/- 215;342;+/- 301;4Ê466;+/- 1Ê389;614;+/- 452;Kentucky;799;+/- 519;558;+/- 491;51;+/- 82;6Ê318;+/- 1Ê935;2Ê654;+/- 988;Kentucky;222;+/- 274;31;+/- 53;5Ê333;+/- 1Ê782;10Ê192;+/- 2Ê129;558;+/- 568;Kentucky;1Ê068;+/- 816;N/A;N/A;1Ê205;+/- 941;0;+/- 195;1Ê413;+/- 629;Kentucky;555;+/- 459;1Ê602;+/- 646;577;+/- 561;495;+/- 327;1Ê643;+/- 754;Kentucky;169;+/- 221;570;+/- 421;215;+/- 234;292;+/- 289;730;+/- 470;Kentucky;1Ê409;+/- 1Ê088;2Ê115;+/- 1Ê334;3Ê228;+/- 1Ê693;132;+/- 183;19Ê493;+/- 3Ê639;Kentucky;1Ê345;+/- 925;368;+/- 398;1Ê543;+/- 715;154;+/- 211;1Ê473;+/- 947;Kentucky;73;+/- 115;11Ê642;+/- 2Ê338;6Ê677;+/- 2Ê485;0;+/- 195;85;+/- 100;Kentucky;2Ê453;+/- 814;1Ê428;+/- 973;2Ê140;+/- 899;1Ê599;+/- 794;266;+/- 435;Kentucky;15Ê473;+/- 2Ê667;1Ê402;+/- 974;0;+/- 195;14Ê071;+/- 2Ê643
Louisiana;4Ê629Ê962;+/- 4Ê671;4Ê030Ê674;+/- 23Ê379;513Ê676;+/- 21Ê398;72Ê836;+/- 6Ê749;2Ê830;+/- 1Ê314;Louisiana;199;+/- 316;520;+/- 460;3Ê289;+/- 1Ê540;5Ê534;+/- 1Ê492;1Ê575;+/- 1Ê083;Louisiana;407;+/- 419;0;+/- 214;100;+/- 166;4Ê404;+/- 1Ê337;3Ê382;+/- 1Ê563;Louisiana;555;+/- 484;0;+/- 214;1Ê829;+/- 924;327;+/- 214;472;+/- 557;Louisiana;581;+/- 530;443;+/- 303;N/A;N/A;0;+/- 214;756;+/- 471;Louisiana;350;+/- 278;2Ê003;+/- 1Ê512;84;+/- 144;9Ê011;+/- 2Ê928;975;+/- 820;Louisiana;347;+/- 475;141;+/- 192;237;+/- 276;595;+/- 539;522;+/- 535;Louisiana;298;+/- 368;1Ê854;+/- 806;1Ê931;+/- 1Ê077;363;+/- 498;983;+/- 604;Louisiana;912;+/- 597;265;+/- 319;883;+/- 471;48;+/- 66;903;+/- 695;Louisiana;16;+/- 32;1Ê733;+/- 1Ê118;17Ê674;+/- 2Ê800;34;+/- 61;0;+/- 214;Louisiana;2Ê073;+/- 838;623;+/- 450;261;+/- 321;319;+/- 236;195;+/- 313;Louisiana;12Ê776;+/- 2Ê507;455;+/- 352;0;+/- 214;12Ê321;+/- 2Ê434
Maine;1Ê322Ê591;+/- 1Ê567;1Ê140Ê136;+/- 8Ê998;144Ê186;+/- 7Ê584;34Ê252;+/- 3Ê384;246;+/- 379;Maine;163;+/- 188;322;+/- 236;12;+/- 22;1Ê578;+/- 941;849;+/- 670;Maine;1Ê690;+/- 717;111;+/- 109;124;+/- 148;3Ê059;+/- 1Ê360;1Ê241;+/- 927;Maine;0;+/- 175;180;+/- 232;152;+/- 196;99;+/- 132;0;+/- 175;Maine;0;+/- 175;41;+/- 78;455;+/- 412;N/A;N/A;88;+/- 119;Maine;7Ê567;+/- 1Ê740;227;+/- 177;241;+/- 263;67;+/- 98;659;+/- 776;Maine;0;+/- 175;276;+/- 382;64;+/- 78;4Ê274;+/- 1Ê284;662;+/- 401;Maine;38;+/- 57;2Ê478;+/- 790;1Ê074;+/- 745;0;+/- 175;427;+/- 317;Maine;11;+/- 25;294;+/- 268;1Ê629;+/- 687;336;+/- 221;189;+/- 208;Maine;0;+/- 175;255;+/- 210;491;+/- 344;444;+/- 535;569;+/- 423;Maine;1Ê162;+/- 559;336;+/- 260;72;+/- 124;0;+/- 175;0;+/- 175;Maine;4Ê017;+/- 1Ê191;12;+/- 23;0;+/- 175;4Ê005;+/- 1Ê193
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Maryland;5Ê988Ê007;+/- 3Ê186;5Ê168Ê350;+/- 22Ê507;605Ê885;+/- 19Ê283;165Ê654;+/- 9Ê442;644;+/- 495;Maryland;961;+/- 765;1Ê689;+/- 931;410;+/- 346;8Ê994;+/- 2Ê513;2Ê182;+/- 1Ê115;Maryland;1Ê726;+/- 956;5Ê455;+/- 1Ê954;22Ê811;+/- 3Ê507;7Ê755;+/- 1Ê786;6Ê343;+/- 2Ê517;Maryland;3Ê167;+/- 1Ê986;347;+/- 460;2Ê615;+/- 901;1Ê887;+/- 855;383;+/- 248;Maryland;451;+/- 560;899;+/- 607;394;+/- 271;197;+/- 246;N/A;N/A;Maryland;2Ê845;+/- 1Ê492;1Ê371;+/- 639;731;+/- 486;806;+/- 1Ê200;253;+/- 234;Maryland;78;+/- 127;0;+/- 203;1Ê351;+/- 1Ê159;264;+/- 251;6Ê361;+/- 1Ê681;Maryland;1Ê066;+/- 1Ê645;13Ê538;+/- 3Ê383;9Ê437;+/- 2Ê680;325;+/- 345;2Ê818;+/- 920;Maryland;1Ê094;+/- 734;187;+/- 241;12Ê297;+/- 2Ê379;572;+/- 338;1Ê862;+/- 679;Maryland;0;+/- 203;977;+/- 563;6Ê890;+/- 2Ê163;810;+/- 453;386;+/- 348;Maryland;23Ê315;+/- 3Ê411;1Ê839;+/- 859;3Ê926;+/- 1Ê556;901;+/- 795;44;+/- 73;Maryland;48Ê118;+/- 5Ê690;1Ê808;+/- 1Ê419;488;+/- 421;45Ê822;+/- 5Ê774
